"snsname","snshandle","datetime","text","likes","comments","shares","postlink"
"Scottish National Party (SNP)","theSNP","2021-05-01 17:28:13 CEST","🎥 Stuart Braithwaite from recent UK album chart topping band Mogwai will be talking about why he's #BothVotesSNP at our Get Out The Vote rally on Sunday at 7pm. ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱Or watch on Facebook, Twitter, YouTube and Twitch.",451,95,52,"https://www.facebook.com/77249349077/posts/10159439329529078"
"Scottish National Party (SNP)","theSNP","2021-05-01 16:25:12 CEST","🗳 On May 6, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister, secure #indyref2 and put Scotland’s recovery in Scotland’s hands. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Together, we can create a greener and fairer future with independence.",519,457,137,"https://www.facebook.com/77249349077/posts/10159439233064078"
"Scottish National Party (SNP)","theSNP","2021-05-01 15:39:49 CEST","🚍 Our #BothVotesSNP buses have completed their first stops in their tour of Scotland. 🚏 Visiting Ash Denham in Edinburgh Eastern, Sarah Masson in Edinburgh West and Christine Grahame in Midlothian South, Tweeddale and Lauderdale. 🗳 Make it #BothVotesSNP this Thursday.",1763,434,173,"https://www.facebook.com/77249349077/posts/10159439151344078"
"Scottish National Party (SNP)","theSNP","2021-05-01 14:52:16 CEST","📢 Golden Globe and Emmy Award winning actor Brian Cox will be discussing the state of the union at our Get Out The Vote rally this Sunday. ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube & Twitch.",1223,326,230,"https://www.facebook.com/77249349077/posts/10159439077209078"
"Scottish National Party (SNP)","theSNP","2021-05-01 12:07:19 CEST","👩‍⚕️ We'll ensure that every GP practice in Scotland has access to a dedicated mental wellbeing link worker, creating a network of 1,000 dedicated staff who can help grow community mental health resilience. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP to put Scotland's recovery in Scotland's hands.",631,269,125,"https://www.facebook.com/77249349077/posts/10159438852289078"
"Scottish National Party (SNP)","theSNP","2021-04-30 20:53:00 CEST","🗓 If re-elected, we will establish a £10 million fund to enable companies to pilot and explore the benefits of moving to a four day working week. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",428,665,126,"https://www.facebook.com/77249349077/posts/10159435366204078"
"Scottish National Party (SNP)","theSNP","2021-04-30 19:27:00 CEST","🔎 The more people vote SNP on both the constituency and list votes, the more likely an SNP majority. 2011: 1.4% gap = SNP majority 2016: 4.8% gap = SNP minority 🏴󠁧󠁢󠁳󠁣󠁴󠁿 If you want #indyref2, vote for it with #BothVotesSNP on May 6.",357,245,96,"https://www.facebook.com/77249349077/posts/10159435363869078"
"Scottish National Party (SNP)","theSNP","2021-04-30 18:42:57 CEST","🎤 Don't miss our Get Out The Vote Rally this Sunday at 7pm for a musical performance by Iona Fyfe. ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube and Twitch",464,185,84,"https://www.facebook.com/77249349077/posts/10159437291464078"
"Scottish National Party (SNP)","theSNP","2021-04-30 18:04:31 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Join our online Get Out The Vote event to help boost turnout at the Scottish election on Thursday 6th May. ✍️ If you are an SNP member you can sign up here: https://snp.org/events/get-out-the-vote-rally/ 📱 Alternatively, we'll be broadcasting it on Facebook, Twitter, YouTube and Twitch.",877,386,168,"https://www.facebook.com/77249349077/posts/10159437223594078"
"Scottish National Party (SNP)","theSNP","2021-04-30 18:03:00 CEST","👩 We'll develop a Women’s Business Centre, backed by £50 million of investment, to help create, grow and develop the next generation of women-led businesses. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",241,94,32,"https://www.facebook.com/77249349077/posts/10159435370494078"
"Scottish National Party (SNP)","theSNP","2021-04-30 17:08:36 CEST","🗳 Join us Sunday at 7pm for our Get Out The Vote Rally where Mhairi Black MP will be setting the scene for the election on 6th May. ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube & Twitch.",2010,802,269,"https://www.facebook.com/77249349077/posts/10159437114484078"
"Scottish National Party (SNP)","theSNP","2021-04-30 16:13:00 CEST","🦷 We have made great strides in improving dentistry access, but if re-elected we will now improve access further by abolishing all NHS dentistry charges over the course of the parliament. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP for a healthier Scotland.",462,214,153,"https://www.facebook.com/77249349077/posts/10159435358549078"
"Scottish National Party (SNP)","theSNP","2021-04-30 15:23:00 CEST","🎸 If re-elected, the SNP will abolish all fees for music and arts education, including instrumental music tuition in schools.  🗳️ Make it #BothVotesSNP on May 6th to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",355,196,83,"https://www.facebook.com/77249349077/posts/10159435354984078"
"Scottish National Party (SNP)","theSNP","2021-04-30 15:03:40 CEST","📢 International movie star Alan Cumming will be hosting our Get Out The Vote rally. Join us Sunday for a night of politics, discussion, music and more. ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube & Twitch",1337,247,316,"https://www.facebook.com/77249349077/posts/10159436841504078"
"Scottish National Party (SNP)","theSNP","2021-04-30 14:09:00 CEST","Let's build a Scotland that's the best place to grow up in, and the best to grow old in. ￼ 👶🏻 Wraparound childcare system ￼ 💷 Double the Scottish Child Payment ￼ 🍝Universal free school meals ￼ 🏘 100,000 more affordable homes ￼ 💛 National Care Service On May 6, make it #BothVotesSNP.",584,175,111,"https://www.facebook.com/77249349077/posts/10159435351489078"
"Scottish National Party (SNP)","theSNP","2021-04-30 13:09:00 CEST","💷 We'll create a £20 million Rural Entrepreneur Fund – providing grants of up to £10,000 to support the relocation or creation of 2,000 new businesses. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP for strong leadership through Covid and our plan for recovery.",412,135,48,"https://www.facebook.com/77249349077/posts/10159435347139078"
"Scottish National Party (SNP)","theSNP","2021-04-29 22:17:45 CEST","🇬🇧 More welfare cuts. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Bold action to tackle child poverty. 🇬🇧 Empty applause for NHS staff. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 A proper pay rise of at least 4%. 🗳️ On May 6, let's put Scotland's future firmly in Scotland's hands - not those of Boris Johnson. https://www.snp.org/tale-of-two-governments/?fbclid=IwAR3MyE5mH1dGXAZ7a9HsjajusiSofA-H0rtDrdbvB88qqzUKs23gFVoGmkw",768,859,143,"https://www.facebook.com/77249349077/posts/10159433668494078"
"Scottish National Party (SNP)","theSNP","2021-04-29 21:03:00 CEST","The #SNPManifesto plan for our rural communities: 💼 Rural Entrepreneur Fund 🐟 Establish a Scottish Food Agency 🤝 Bolder land reform legislation 💻 £600 million to boost digital infrastructure 🛣️ Tackle depopulation For all this and more, make it #BothVotesSNP on May 6.",634,252,145,"https://www.facebook.com/77249349077/posts/10159433649414078"
"Scottish National Party (SNP)","theSNP","2021-04-29 20:26:00 CEST","🏗 We'll create a National Infrastructure Company to manage and develop public assets for public good, putting fair working conditions at the heart of public infrastructure projects. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP for strong leadership through COVID and a fairer recovery for Scotland.",238,111,49,"https://www.facebook.com/77249349077/posts/10159433644219078"
"Scottish National Party (SNP)","theSNP","2021-04-29 19:03:00 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Net zero by 2045 🌲 Increase tree planting 🌊 Thousands of new green jobs 🛤️ Greener, publicly-owned railways 🛑 No fracking 📖 We have the ambition and policies to build a greener Scotland: https://www.snp.org/2021-environment-manifesto/ 🗳️ Make it #BothVotesSNP for world-leading climate action.",718,287,143,"https://www.facebook.com/77249349077/posts/10159433637864078"
"Scottish National Party (SNP)","theSNP","2021-04-29 18:13:06 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Only the SNP offers the bold ideas for Scotland's recovery. 🛑 A vote for Anas Sarwar’s Labour is a vote to keep Scotland's future in the hands of Boris Johnson. 🗳 On May 6, make it #BothVotesSNP. https://www.snp.org/vote-for-labour-a-gift-for-boris-johnson/",435,287,108,"https://www.facebook.com/77249349077/posts/10159433631324078"
"Scottish National Party (SNP)","theSNP","2021-04-29 17:03:00 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland has the most progressive income tax system in the UK, with more than half paying less than they would if they lived elsewhere. 💷 If re-elected, we'll freeze income tax rates and bands to keep Scotland as the UK's most progressive tax system. Make it #BothVotesSNP.",1100,693,248,"https://www.facebook.com/77249349077/posts/10159433627529078"
"Scottish National Party (SNP)","theSNP","2021-04-29 15:19:00 CEST","📢 The SNP will scrap the council tax for everyone under 22. 🏡 For a young person living alone in a Band B property that will mean an annual saving of around £750. 🗳️ On May 6, make it #BothVotesSNP to put Scotland’s recovery in Scotland’s hands, not Boris Johnson’s.",402,266,94,"https://www.facebook.com/77249349077/posts/10159433582864078"
"Scottish National Party (SNP)","theSNP","2021-04-29 14:03:00 CEST","📢 If you want to see an SNP government - you have to vote for it. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Don’t leave it to chance. Make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery into Scotland’s hands.",377,304,143,"https://www.facebook.com/77249349077/posts/10159433614979078"
"Scottish National Party (SNP)","theSNP","2021-04-29 13:04:35 CEST","🏥 If re-elected, we'll increase Scottish Government direct investment into mental health services by at least by at least 25%. 🗳 If you want to see an SNP Government - you have to vote for it! On May 6, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister.",479,301,80,"https://www.facebook.com/77249349077/posts/10159434507669078"
"Scottish National Party (SNP)","theSNP","2021-04-29 12:00:29 CEST","📢 Nicola Sturgeon has set out plans for the first 100 days of our COVID recovery if re-elected. 🗳️ If you want strong leadership and a plan for recovery - it must be #BothVotesSNP on May 6 to re-elect Nicola Sturgeon as First Minister. 📄 Our plan: https://issuu.com/hinksbrandwise/docs/04_28c_snp_100_days_210x297mm?mode=window",1122,465,223,"https://www.facebook.com/77249349077/posts/10159434430624078"
"Scottish National Party (SNP)","theSNP","2021-04-28 21:40:02 CEST","💻 Free laptop or tablet for every school child 🤝 Tackle the attainment gap 🖐️ National Digital Academy 🧑‍🏫 3,500 more teachers 🎓 Free tuition 📖 We have a bold vision to build a smarter Scotland: snp.org/manifesto:=:https://www.snp.org/manifesto/ 🗳️ Don't leave it to chance - make it #BothVotesSNP",619,578,157,"https://www.facebook.com/77249349077/posts/10159433179744078"
"Scottish National Party (SNP)","theSNP","2021-04-28 19:33:19 CEST","📢 If you want strong leadership, a plan for recovery and, when the crisis is over, choice of a better future with independence. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery into Scotland’s hands.",535,329,168,"https://www.facebook.com/77249349077/posts/10159432929534078"
"Scottish National Party (SNP)","theSNP","2021-04-28 17:49:22 CEST","🏃 If re-elected, we will double investment in sport and active living to £100 million. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 We have a bold plan for a stronger, healthier Scotland: snp.org/manifesto:=:https://www.snp.org/manifesto/ 🗳️ To deliver it and re-elect Nicola Sturgeon as First Minister, make it #BothVotesSNP on May 6.",271,235,66,"https://www.facebook.com/77249349077/posts/10159432721484078"
"Scottish National Party (SNP)","theSNP","2021-04-28 16:21:37 CEST","💻 Every school child in Scotland will be given a brand new computer under an SNP government, helping to give them the best start in life. 🗳 Make it #BothVotesSNP so we can end the digital divide and open the digital world to every child in Scotland.",262,290,62,"https://www.facebook.com/77249349077/posts/10159432569334078"
"Scottish National Party (SNP)","theSNP","2021-04-28 14:58:01 CEST","""People have lost their mothers and fathers, grandparents, and even their children. That's why so many find the Prime Minister's remarks utterly sickening."" SNP Westminster Leader Ian Blackford challenges Boris Johnson on his Covid remarks and the Tory sleaze scandal. #PMQs",1393,797,416,"https://www.facebook.com/77249349077/posts/10159432429174078"
"Scottish National Party (SNP)","theSNP","2021-04-28 12:03:28 CEST","🏥 Our NHS staff deserve more than applause - 1% is not enough. That's why the SNP Scottish Government have offered at least a 4% pay rise to over 154,000 staff. 🤝 Frontline nurses see an average increase of £1200. 🗳 #BothVotesSNP on May 6 to put Scotland’s recovery in Scotland’s hands.",429,328,93,"https://www.facebook.com/77249349077/posts/10159432206144078"
"Scottish National Party (SNP)","theSNP","2021-04-28 11:18:18 CEST","🛤 If re-elected, we’ll bring Scotrail into public hands. 🗳 On May 6, make it #BothVotesSNP to re-elect @NicolaSturgeon as First Minister and put Scotland’s recovery into Scotland’s hands.",724,411,163,"https://www.facebook.com/77249349077/posts/10159432169984078"
"Scottish National Party (SNP)","theSNP","2021-04-27 20:46:41 CEST","👇 Nicola Sturgeon: ""Tories are acting as if the rules only apply to other people, and that they and their wealthy friends can act with impunity."" 🗳 In the election next week show them they're not untouchable. #BothVotesSNP #C4Debate",1101,938,447,"https://www.facebook.com/77249349077/posts/10159430943154078"
"Scottish National Party (SNP)","theSNP","2021-04-27 19:24:33 CEST","Our plan to invest in Scotland’s communities: 🏘️ 100,000 affordable homes, with 70% for social rent 🛍️ Fund to revitalise high streets 🛤️ Put ScotRail in public hands 💻 £200 million to end the digital divide For all this and more, make it #BothVotesSNP on May 6.",759,326,129,"https://www.facebook.com/77249349077/posts/10159430810269078"
"Scottish National Party (SNP)","theSNP","2021-04-27 17:46:20 CEST","🍝 If re-elected, we will provide free school breakfasts and lunches to every primary school pupil in Scotland, all year round - saving families around £650 a year. 🗳️ Make it #BothVotesSNP on May 6 to put Scotland’s recovery into Scotland’s hands.",456,272,114,"https://www.facebook.com/77249349077/posts/10159430668329078"
"Scottish National Party (SNP)","theSNP","2021-04-27 13:16:37 CEST","🧑‍🏭 If re-elected, we will deliver the Young Person's Guarantee - giving all 16-24 year olds guaranteed education, work or training. 🗳 On May 6 make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",285,375,67,"https://www.facebook.com/77249349077/posts/10159430283344078"
"Scottish National Party (SNP)","theSNP","2021-04-27 12:19:01 CEST","🏡 If re-elected we'll deliver 100,000 affordable homes, with 70,000 of them being for social rent by 2032. 🗳 Make it #BothVotesSNP on May 6 to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",462,413,96,"https://www.facebook.com/77249349077/posts/10159430224754078"
"Scottish National Party (SNP)","theSNP","2021-04-26 21:53:29 CEST","👨‍👩‍👧‍👦 If re-elected, we will work to provide a Minimum Income Guarantee for all incorporating the idea of universal basic services. 🗳️ Make it #BothVotesSNP on May 6 to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",568,500,159,"https://www.facebook.com/77249349077/posts/10159429194764078"
"Scottish National Party (SNP)","theSNP","2021-04-26 20:06:30 CEST","🗳️ Scotland's future is in your hands. 🔎 In 2016, the SNP constituency vote was higher, but we lost a majority and Holyrood got less pro-independence MSPs. It was the list vote that got the SNP over the line in 2011. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP on May 6.",307,294,89,"https://www.facebook.com/77249349077/posts/10159429009339078"
"Scottish National Party (SNP)","theSNP","2021-04-26 18:52:18 CEST","🚨 From texts for tax breaks, to COVID contracts for cronies, Boris Johnson's government is corrupt to the core. 📣 Alison Thewliss MP: ""There's a clear pattern of behaviour and it absolutely stinks."" 🔎 It's time the Tories are held to account in an independent public inquiry.",1157,619,517,"https://www.facebook.com/77249349077/posts/10159428809909078"
"Scottish National Party (SNP)","theSNP","2021-04-26 17:30:31 CEST","🏘️ If re-elected, we will support our communities by giving local authorities the powers to manage second homes in their area. 🗳️ If you want to see an SNP Government - you have to vote for it. Make it #BothVotesSNP on May 6 to re-elect Nicola Sturgeon as First Minister.",528,304,94,"https://www.facebook.com/77249349077/posts/10159428673149078"
"Scottish National Party (SNP)","theSNP","2021-04-26 16:09:45 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Only the SNP offers the bold ideas for Scotland's recovery - and after the pandemic, the choice of what kind of country we want to be. 🛑 A vote for Anas Sarwar’s Labour is a vote to keep Scotland's future in the hands of Boris Johnson. 🗳 On May 6, make it #BothVotesSNP.",1064,474,193,"https://www.facebook.com/77249349077/posts/10159428557669078"
"Scottish National Party (SNP)","theSNP","2021-04-26 15:17:39 CEST","🧸 If re-elected, we will reform the justice system by creating a Bairn's Hoose - bringing care and support services for children and families under one roof. 🗳️ If you want to see an SNP Government - vote for it. Make it #BothVotesSNP on May 6.",292,195,109,"https://www.facebook.com/77249349077/posts/10159428488549078"
"Scottish National Party (SNP)","theSNP","2021-04-26 14:40:29 CEST","We have a plan to create thousands of jobs and make work fairer. 💷 £500m investment in new jobs and skills 🤝 Support family-friendly work practices 🗓️ Pilot the four day week 👍 Young Person's Guarantee Don't leave it to chance. Make it #BothVotesSNP.",536,362,95,"https://www.facebook.com/77249349077/posts/10159428435819078"
"Scottish National Party (SNP)","theSNP","2021-04-26 14:14:20 CEST","📣 Kate Forbes SNP: ""Together, let’s build an economy fit for the future, an economy that works for everyone."" 🏴󠁧󠁢󠁳󠁣󠁴󠁿 The SNP has the bold, transformative policies needed to build a fairer, stronger Scotland. Find out more here: snp.org/manifesto:=:https://www.snp.org/manifesto/. 🗳 On May 6, #BothVotesSNP.",946,213,177,"https://www.facebook.com/77249349077/posts/10159428405134078"
"Scottish National Party (SNP)","theSNP","2021-04-26 13:24:49 CEST","💛 We owe an enormous debt of gratitude to our nation’s carers for their commitment and compassion. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 If re-elected, we'll introduce a National Wage for Care staff and enter into national pay bargaining for the sector, based on fair work principles. #BothVotesSNP",907,288,155,"https://www.facebook.com/77249349077/posts/10159428345679078"
"Scottish National Party (SNP)","theSNP","2021-04-25 19:42:54 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 The choice Scotland faces is clear: A Scotland-led recovery or an austerity-led recovery. 🗳 On May 6, make it #BothVotesSNP to re-elect @NicolaSturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",743,617,267,"https://www.facebook.com/77249349077/posts/10159426400189078"
"Scottish National Party (SNP)","theSNP","2021-04-25 13:22:07 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 An independent Scotland can have all the powers needed to build a fairer society - like Denmark or Norway. 📺 Watch Nicola Sturgeon debunk the arguments that Scotland can't thrive with independence. 🗳️ To secure that choice, make it #BothVotesSNP on May 6.",3711,2393,1682,"https://www.facebook.com/77249349077/posts/10159425713164078"
"Scottish National Party (SNP)","theSNP","2021-04-25 10:39:13 CEST","📺 Watch Nicola Sturgeon live on #Marr, setting out our bold plan to build a fairer Scotland and put Scotland's recovery in Scotland's hands. ⏰ Tune in now on BBC One or online: https://www.bbc.co.uk/iplayer/live/bbcone",1545,908,148,"https://www.facebook.com/77249349077/posts/10159425495449078"
"Scottish National Party (SNP)","theSNP","2021-04-24 20:53:27 CEST","🍝 If re-elected we will provide free school breakfasts and lunches to every primary school pupil in Scotland, all year round - saving families an estimated £650 a year. 🗳️ Make it #BothVotesSNP on May 6 to put Scotland’s recovery into Scotland’s hands.",536,575,168,"https://www.facebook.com/77249349077/posts/10159424309919078"
"Scottish National Party (SNP)","theSNP","2021-04-24 17:07:29 CEST","🎸 If re-elected, the SNP will abolish all fees for music and arts education, including instrumental music tuition in schools. 🗳️ Make it #BothVotesSNP on May 6th to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",552,462,149,"https://www.facebook.com/77249349077/posts/10159423872439078"
"Scottish National Party (SNP)","theSNP","2021-04-24 13:19:37 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland can and should be the best place in the world for children to grow up - and we're determined to make that a reality. 👇 If re-elected, the SNP will invest £60m in our Outdoor Community Play Fund so that every single play park in Scotland is renewed. #BothVotesSNP",814,623,153,"https://www.facebook.com/77249349077/posts/10159423507044078"
"Scottish National Party (SNP)","theSNP","2021-04-23 21:36:30 CEST","🌍 Bold and ambitious change is needed in every aspects of our lives if we are to safeguard the future of our people and planet. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 We'll appoint a Minister of Just Transition to oversee our ‘national mission’ of fairness and opportunity as we move to net zero. #BothVotesSNP",572,380,86,"https://www.facebook.com/77249349077/posts/10159422168044078"
"Scottish National Party (SNP)","theSNP","2021-04-23 19:51:26 CEST","🥃 Food and drink is one of the jewels in Scotland’s crown, with brands know around the world. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 To build on this success, we'll create a Scottish Food agency to promote food, drink and horticulture, attract investment, help improve supply chains & infrastructure. #BothVotesSNP",1322,380,294,"https://www.facebook.com/77249349077/posts/10159421976814078"
"Scottish National Party (SNP)","theSNP","2021-04-23 17:45:19 CEST","🧸 If re-elected, we will double the Scottish Child Payment to £20 per week, per child. 🗳️ On May 6, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",901,601,169,"https://www.facebook.com/77249349077/posts/10159421738849078"
"Scottish National Party (SNP)","theSNP","2021-04-23 16:21:50 CEST","📣 Nicola Sturgeon: ""Both Votes SNP is the only way to guarantee the SNP get elected. You don't elect one party by voting for another."" 🗳️ Don't leave it to chance. To re-elect a progressive SNP government with Nicola Sturgeon as First Minister, make it #BothVotesSNP on May 6.",1443,639,1755,"https://www.facebook.com/77249349077/posts/10159421572569078"
"Scottish National Party (SNP)","theSNP","2021-04-23 15:34:56 CEST","🔎 Scottish Labour's manifesto is failing our NHS. ❌ No free dental care ❌ No free prescriptions ❌ No free hospital parking ❌ No funding commitments for the future ✅ Only the SNP has the plan and the ambition to build a stronger NHS. #BothVotesSNP",777,458,157,"https://www.facebook.com/77249349077/posts/10159421501154078"
"Scottish National Party (SNP)","theSNP","2021-04-23 14:17:31 CEST","👩 We'll develop a Women’s Business Centre, backed by £50 million of investment, to help create, grow and develop the next generation of women-led businesses. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",358,221,73,"https://www.facebook.com/77249349077/posts/10159421367449078"
"Scottish National Party (SNP)","theSNP","2021-04-23 12:27:27 CEST","📢 If you want strong leadership, a plan for recovery and, when the crisis is over, the choice of a better future with independence. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery into Scotland’s hands.",476,361,163,"https://www.facebook.com/77249349077/posts/10159421177229078"
"Scottish National Party (SNP)","theSNP","2021-04-23 11:16:05 CEST","Let's keep delivering progress for women with #BothVotesSNP: 🤝 £50 million Women's Business Centre 🧑‍⚕️ Improve health outcomes and tackle inequalities 🧒 Expand free childcare 🛑 Tackle violence against women and girls Read our Women's Manifesto:",554,344,100,"https://www.facebook.com/77249349077/posts/10159421070669078"
"Scottish National Party (SNP)","theSNP","2021-04-22 21:48:12 CEST","💛 We owe an enormous debt of gratitude to our nation’s carers for their commitment and compassion. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 If re-elected, we'll introduce a National Wage for Care staff and enter into national pay bargaining for the sector, based on fair work principles. #BothVotesSNP",1141,615,260,"https://www.facebook.com/77249349077/posts/10159419873169078"
"Scottish National Party (SNP)","theSNP","2021-04-22 19:30:26 CEST","🤳 We’re now on TikTok! Follow us @thesnp to keep up to date with the latest news. 🔗 https://vm.tiktok.com/ZMexPgnDR/:=:https://www.tiktok.com/@thesnp?_d=secCgYIASAHKAESMgowOwswrMwD8fSEwsUUBQxOEm5tAwk4RBgRCQ9PMGgh5MYMcv%2FAjcJSPkBtcfxiIK1NGgA%3D&_r=1&language=en&sec_uid=MS4wLjABAAAAT8wi3eQ67rGSLo90rrsd1eX1l6OX78O23v-IPgJr8cmEZnJSKYj_qbyjUdjePupB&sec_user_id=MS4wLjABAAAAT8wi3eQ67rGSLo90rrsd1eX1l6OX78O23v-IPgJr8cmEZnJSKYj_qbyjUdjePupB&share_app_id=1233&share_author_id=6641108158914592770&share_link_id=E375E679-731E-462F-BCD3-93D9C369BF54&source=h5_m&tt_from=copy&u_code=d410d97hih4cd4&user_id=6641108158914592770&utm_campaign=client_share&utm_medium=ios&utm_source=copy",347,245,57,"https://www.facebook.com/77249349077/posts/10159419592864078"
"Scottish National Party (SNP)","theSNP","2021-04-22 17:33:00 CEST","Make it #BothVotesSNP to keep delivering progress and equality for women. 🩺 Tackle health inequalities 🤝 Women's Business Centre 🧒 Wraparound childcare system 💛 £100m Equally Safe strategy to combat violence Read our bold #SNPManifesto plan: https://www.snp.org/2021-women-manifesto/",692,369,194,"https://www.facebook.com/77249349077/posts/10159419303519078"
"Scottish National Party (SNP)","theSNP","2021-04-22 16:47:07 CEST","🇪🇺 The SNP is the only major party committed to Scotland's place in Europe - while Labour and Lib Dems are now fully signed up to Boris Johnson's damaging Brexit. 🗳 On May 6, make it #BothVotesSNP for a progressive SNP government, a bold plan for recovery, and Nicola Sturgeon as First Minister.",1533,737,403,"https://www.facebook.com/77249349077/posts/10159419272554078"
"Scottish National Party (SNP)","theSNP","2021-04-22 15:12:22 CEST","On May 6, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands 🍎 Free school meals 💛 National Care Service 🏗️ National Infrastructure Company 🦷 Free NHS dental care 🔎 And much more: snp.org/manifesto:=:https://www.snp.org/manifesto/",531,175,148,"https://www.facebook.com/77249349077/posts/10159419111329078"
"Scottish National Party (SNP)","theSNP","2021-04-22 14:08:45 CEST","🌍 On #EarthDay and always, we're working hard to end the climate emergency. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland has world leading climate targets, backed up by world leading climate action - and with #BothVotesSNP, we can go even further. 👉 Read our plan: https://www.snp.org/2021-environment-manifesto/",509,209,243,"https://www.facebook.com/77249349077/posts/10159419014089078"
"Scottish National Party (SNP)","theSNP","2021-04-22 13:16:56 CEST","✂️ Westminster’s idea of recovery in 2008 was a damaging decade of austerity. ❌ Scotland can’t go through that again. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 With #BothVotesSNP on May 6, we can put Scotland’s recovery firmly in Scotland’s hands.",4212,1261,1914,"https://www.facebook.com/77249349077/posts/10159418920284078"
"Scottish National Party (SNP)","theSNP","2021-04-21 19:27:37 CEST","Under the SNP, taxpayers get the best deal anywhere in the UK: 👍 Council tax frozen 👍 Stronger public services 👍 Free tuition and prescriptions 👍 Majority of people pay less tax than south of the border On May 6, make it #BothVotesSNP to freeze income tax bands and rates.",1226,811,256,"https://www.facebook.com/77249349077/posts/10159417226784078"
"Scottish National Party (SNP)","theSNP","2021-04-21 17:37:15 CEST","Let's build a Scotland that's the best place to grow up in, and the best to grow old in. 🧒 Wraparound childcare system 💷 Double the Scottish Child Payment 🍎 Universal free school meals 🏘️ 100,000 more affordable homes 💛 National Care Service On May 6, make it #BothVotesSNP.",651,292,194,"https://www.facebook.com/77249349077/posts/10159417047584078"
